Profile Name,Title Desc,Selection Type,Choice Segment Id,Has Watched,Source,Utc Timestamp
Kenzou,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",default,,false,tvui,2020-03-12 17:40:08
Kenzou,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",default,,false,tvui,2020-03-12 17:38:22
Kenzou,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",default,,false,tvui,2020-03-12 17:35:54
Kenzou,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",userinput,,false,tvui,2020-03-12 17:34:24
Kenzou,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",userinput,,false,tvui,2020-03-12 17:28:55
Kenzou,"Minecraft: Story Mode: Season 1: ""The Order of the Stone""",userinput,,false,tvui,2020-03-12 17:25:43
